,CustomerID,Frequency,Recency,Monetary,rankR,rankF,rankM,groupRFM,Country
2276,15412,10,204,34.71,3,1,1,311,United Kingdom
2277,15414,39,42,125.25,5,1,1,511,United Kingdom
2278,15415,48,346,83.79,2,1,1,211,United Kingdom
2279,15416,193,97,637.15,5,4,4,544,United Kingdom
2280,15417,28,118,52.46,4,1,1,411,United Kingdom
2281,15419,8,57,10.49,5,1,1,511,United Kingdom
2282,15421,53,91,141.73,5,1,1,511,United Kingdom
2283,15422,6,356,18.1,2,1,1,211,United Kingdom
2284,15423,2,71,7.86,5,1,1,511,United Kingdom
2285,15424,17,287,29.56,2,1,1,211,United Kingdom
2286,15426,300,52,800.2,5,5,5,555,United Kingdom
2287,15427,306,66,648.43,5,5,4,554,United Kingdom
2288,15428,6,48,11.18,5,1,1,511,United Kingdom
2289,15429,83,59,172.52,5,2,2,522,United Kingdom
2290,15432,10,56,29.09,5,1,1,511,United Kingdom
2291,15433,53,112,66.29,5,1,1,511,United Kingdom
2292,15434,59,41,205.76,5,2,2,522,United Kingdom
2293,15435,29,55,108.32,5,1,1,511,United Kingdom
2294,15436,329,45,703.66,5,5,5,555,United Kingdom
2295,15437,45,295,128.04,2,1,1,211,United Kingdom
2296,15438,25,164,88.44,4,1,1,411,United Kingdom
2297,15440,62,87,145,5,2,1,521,United Kingdom
2298,15442,2,281,9.9,3,1,1,311,United Kingdom
2299,15443,385,34,1158.01,5,5,5,555,United Kingdom
2300,15444,219,42,613.38,5,4,4,544,United Kingdom
2301,15445,5,297,27.75,2,1,1,211,United Kingdom
2302,15447,9,363,28.09,2,1,1,211,United Kingdom
2303,15448,28,345,100.18,2,1,1,211,United Kingdom
2304,15449,62,59,117.37,5,2,1,521,United Kingdom
2305,15450,30,63,65.18,5,1,1,511,United Kingdom
2306,15452,58,62,150.21,5,1,1,511,United Kingdom
2307,15453,286,34,727.96,5,5,5,555,United Kingdom
2308,15454,25,395,69.55,1,1,1,111,United Kingdom
2309,15456,60,316,96.3,2,2,1,221,United Kingdom
2310,15457,58,295,109.19,2,1,1,211,United Kingdom
2311,15458,7,58,8.57,5,1,1,511,United Kingdom
2312,15460,58,387,164.04,1,1,1,111,United Kingdom
2313,15462,11,127,17.05,4,1,1,411,United Kingdom
2314,15463,7,62,12.99,5,1,1,511,United Kingdom
2315,15464,157,371,661.11,1,3,4,134,United Kingdom
2316,15465,104,52,720.23,5,2,5,525,United Kingdom
2317,15466,57,118,108.8,4,1,1,411,United Kingdom
2318,15467,53,42,120.68,5,1,1,511,United Kingdom
2319,15468,29,68,136.71,5,1,1,511,United Kingdom
2320,15469,27,76,178.15,5,1,2,512,United Kingdom
2321,15471,77,35,153.94,5,2,1,521,United Kingdom
2322,15472,76,146,173.98,4,2,2,422,United Kingdom
2323,15473,14,47,36.9,5,1,1,511,United Kingdom
2324,15475,29,110,52.98,5,1,1,511,United Kingdom
2325,15478,46,73,162.07,5,1,1,511,United Kingdom
2326,15480,45,149,191.87,4,1,2,412,Malta
2327,15482,127,48,482.98,5,3,3,533,United Kingdom
2328,15483,88,194,143.71,4,2,1,421,United Kingdom
2329,15484,189,34,410.94,5,4,3,543,United Kingdom
2330,15485,86,63,273.62,5,2,2,522,United Kingdom
2331,15488,2,125,16.06,4,1,1,411,United Kingdom
2332,15489,55,55,163.65,5,1,1,511,United Kingdom
2333,15491,155,128,600.31,4,3,4,434,United Kingdom
2334,15492,35,61,88.86,5,1,1,511,United Kingdom
2335,15493,299,65,1337.49,5,5,5,555,United Kingdom
2336,15494,125,54,298.77,5,3,2,532,United Kingdom
2337,15497,16,50,55.15,5,1,1,511,United Kingdom
2338,15498,523,33,2517.99,5,5,5,555,United Kingdom
2339,15500,68,41,310.17,5,2,2,522,United Kingdom
2340,15502,252,48,7836.84,5,5,5,555,United Kingdom
2341,15503,70,395,143.72,1,2,1,121,United Kingdom
2342,15504,13,114,29.01,5,1,1,511,United Kingdom
2343,15505,99,85,233.09,5,2,2,522,United Kingdom
2344,15506,164,55,292.3,5,3,2,532,United Kingdom
2345,15507,46,204,186.45,3,1,2,312,United Kingdom
2346,15508,92,222,312.12,3,2,2,322,United Kingdom
2347,15510,1,363,125,2,1,1,211,United Kingdom
2348,15511,160,44,638.94,5,3,4,534,United Kingdom
2349,15512,7,188,13.65,4,1,1,411,United Kingdom
2350,15513,314,64,1294.48,5,5,5,555,United Kingdom
2351,15514,218,45,538.06,5,4,4,544,United Kingdom
2352,15516,15,77,41.68,5,1,1,511,United Kingdom
2353,15517,27,266,48.81,3,1,1,311,United Kingdom
2354,15518,220,97,548.14,5,4,4,544,United Kingdom
2355,15520,18,34,31.04,5,1,1,511,United Kingdom
2356,15521,200,69,800.92,5,4,5,545,United Kingdom
2357,15522,57,65,54.14,5,1,1,511,United Kingdom
2358,15523,10,117,36.31,4,1,1,411,United Kingdom
2359,15524,1,57,110,5,1,1,511,United Kingdom
2360,15525,180,35,496.08,5,4,3,543,United Kingdom
2361,15526,4,66,21.98,5,1,1,511,United Kingdom
2362,15527,166,51,616.02,5,3,4,534,United Kingdom
2363,15528,26,287,67.8,2,1,1,211,United Kingdom
2364,15529,674,55,1160.59,5,5,5,555,United Kingdom
2365,15530,108,54,307.1,5,2,2,522,United Kingdom
2366,15531,228,41,692.66,5,4,5,545,United Kingdom
2367,15532,263,58,1036.36,5,5,5,555,United Kingdom
2368,15533,86,52,340.53,5,2,3,523,United Kingdom
2369,15535,78,206,381.7,3,2,3,323,United Kingdom
2370,15537,24,196,92.69,4,1,1,411,United Kingdom
2371,15539,41,40,55.09,5,1,1,511,United Kingdom
2372,15540,15,44,25.7,5,1,1,511,United Kingdom
2373,15541,29,147,60.73,4,1,1,411,United Kingdom
2374,15543,28,321,61.58,2,1,1,211,United Kingdom
2375,15544,261,41,416.33,5,5,3,553,United Kingdom
2376,15545,81,87,218.05,5,2,2,522,United Kingdom
2377,15547,702,40,1827.52,5,5,5,555,United Kingdom
2378,15549,116,110,381.43,5,3,3,533,United Kingdom
2379,15550,61,37,171.04,5,2,2,522,United Kingdom
2380,15551,29,69,113.99,5,1,1,511,United Kingdom
2381,15552,17,250,30.33,3,1,1,311,United Kingdom
2382,15553,56,93,134.98,5,1,1,511,United Kingdom
2383,15554,14,310,67.35,2,1,1,211,United Kingdom
2384,15555,925,45,1563.83,5,5,5,555,United Kingdom
2385,15556,31,57,55.49,5,1,1,511,United Kingdom
2386,15557,20,61,71.19,5,1,1,511,United Kingdom
2387,15561,31,44,143.02,5,1,1,511,United Kingdom
2388,15562,1,384,3.45,1,1,1,111,United Kingdom
2389,15563,117,41,224.97,5,3,2,532,United Kingdom
2390,15565,8,83,36.53,5,1,1,511,United Kingdom
2391,15567,7,51,22.65,5,1,1,511,United Kingdom
2392,15568,53,35,135.49,5,1,1,511,United Kingdom
2393,15569,31,136,67.12,4,1,1,411,United Kingdom
2394,15570,330,40,1240.06,5,5,5,555,United Kingdom
2395,15571,57,44,153.99,5,1,1,511,United Kingdom
2396,15572,215,37,783.38,5,4,5,545,United Kingdom
2397,15573,104,64,297.01,5,2,2,522,United Kingdom
2398,15574,168,210,422.75,3,3,3,333,United Kingdom
2399,15576,45,70,161.15,5,1,1,511,United Kingdom
2400,15577,39,184,119.36,4,1,1,411,United Kingdom
2401,15578,13,195,31.05,4,1,1,411,United Kingdom
2402,15579,51,101,206.38,5,1,2,512,United Kingdom
2403,15581,151,153,3610.2,4,3,5,435,United Kingdom
2404,15582,44,57,105.47,5,1,1,511,United Kingdom
2405,15584,125,56,383.74,5,3,3,533,United Kingdom
2406,15585,31,209,70.19,3,1,1,311,United Kingdom
2407,15587,9,83,26.25,5,1,1,511,United Kingdom
2408,15589,30,285,128.94,2,1,1,211,United Kingdom
2409,15590,1,322,30.19,2,1,1,211,United Kingdom
2410,15592,24,79,37.55,5,1,1,511,United Kingdom
2411,15593,5,103,16.65,5,1,1,511,United Kingdom
2412,15594,104,48,329.62,5,2,2,522,United Kingdom
2413,15596,84,133,366.21,4,2,3,423,United Kingdom
2414,15597,23,62,38.35,5,1,1,511,United Kingdom
2415,15598,16,68,38.29,5,1,1,511,United Kingdom
2416,15599,52,59,98.23,5,1,1,511,United Kingdom
2417,15601,414,44,1126.65,5,5,5,555,United Kingdom
2418,15602,54,41,158.84,5,1,1,511,United Kingdom
2419,15603,2,111,1.01,5,1,1,511,United Kingdom
2420,15604,17,85,26.24,5,1,1,511,United Kingdom
2421,15605,67,69,307.42,5,2,2,522,United Kingdom
2422,15606,91,90,326.97,5,2,2,522,United Kingdom
2423,15607,13,369,15.28,1,1,1,111,United Kingdom
2424,15608,60,61,195.34,5,2,2,522,United Kingdom
2425,15609,18,215,93.84,3,1,1,311,United Kingdom
2426,15610,6,84,11.24,5,1,1,511,United Kingdom
2427,15611,45,42,258.18,5,1,2,512,United Kingdom
2428,15612,6,69,36.85,5,1,1,511,United Kingdom
2429,15615,429,43,1110.37,5,5,5,555,United Kingdom
2430,15618,49,65,126.351,5,1,1,511,United Kingdom
2431,15619,3,43,13.25,5,1,1,511,United Kingdom
2432,15620,104,83,384.71,5,2,3,523,United Kingdom
2433,15621,18,37,40.3,5,1,1,511,United Kingdom
2434,15622,214,36,944.23,5,4,5,545,United Kingdom
2435,15623,19,174,81.52,4,1,1,411,United Kingdom
2436,15624,34,149,124.31,4,1,1,411,United Kingdom
2437,15625,68,133,109.51,4,2,1,421,United Kingdom
2438,15626,49,107,80.7,5,1,1,511,United Kingdom
2439,15628,157,37,358.36,5,3,3,533,United Kingdom
2440,15630,61,78,175.58,5,2,2,522,United Kingdom
2441,15632,177,48,486.02,5,4,3,543,United Kingdom
2442,15634,15,50,55.9,5,1,1,511,United Kingdom
2443,15636,25,122,79.28,4,1,1,411,United Kingdom
2444,15637,15,85,45.4,5,1,1,511,United Kingdom
2445,15638,2,334,9.75,2,1,1,211,United Kingdom
2446,15639,25,167,107.71,4,1,1,411,United Kingdom
2447,15640,495,37,1421.29,5,5,5,555,United Kingdom
2448,15641,119,138,227.24,4,3,2,432,United Kingdom
2449,15643,36,212,208.24,3,1,2,312,United Kingdom
2450,15644,238,199,424.1,4,5,3,453,United Kingdom
2451,15645,52,51,153.54,5,1,1,511,United Kingdom
2452,15646,36,190,105.75,4,1,1,411,United Kingdom
2453,15648,28,237,129.45,3,1,1,311,United Kingdom
2454,15649,2,369,8.5,1,1,1,111,United Kingdom
2455,15651,32,69,69.07,5,1,1,511,United Kingdom
2456,15652,21,124,80.92,4,1,1,411,United Kingdom
2457,15653,6,125,5.44,4,1,1,411,United Kingdom
2458,15654,21,42,64.49,5,1,1,511,United Kingdom
2459,15655,37,266,134.78,3,1,1,311,United Kingdom
2460,15656,47,78,207.33,5,1,2,512,United Kingdom
2461,15657,1,55,1.25,5,1,1,511,United Kingdom
2462,15658,56,223,358.05,3,1,3,313,United Kingdom
2463,15659,11,76,60.05,5,1,1,511,United Kingdom
2464,15660,94,58,221.83,5,2,2,522,United Kingdom
2465,15661,5,350,4.55,2,1,1,211,United Kingdom
2466,15663,9,139,22.59,4,1,1,411,United Kingdom
2467,15664,19,83,74.61,5,1,1,511,United Kingdom
2468,15665,116,201,262.53,3,3,2,332,United Kingdom
2469,15667,13,72,20.22,5,1,1,511,United Kingdom
2470,15668,1,250,1.06,3,1,1,311,United Kingdom
2471,15669,35,73,111.4,5,1,1,511,United Kingdom
2472,15670,12,329,37.8,2,1,1,211,United Kingdom
2473,15671,81,51,205.76,5,2,2,522,United Kingdom
2474,15673,155,121,457.13,4,3,3,433,United Kingdom
2475,15674,135,106,1065.22,5,3,5,535,United Kingdom
2476,15675,21,114,60.46,5,1,1,511,United Kingdom
2477,15676,216,42,706.53,5,4,5,545,United Kingdom
2478,15677,33,82,118.21,5,1,1,511,United Kingdom
2479,15678,12,85,24.48,5,1,1,511,United Kingdom
2480,15679,110,57,121.48,5,2,1,521,United Kingdom
2481,15680,78,42,188.76,5,2,2,522,United Kingdom
2482,15681,67,51,135.22,5,2,1,521,United Kingdom
2483,15683,10,150,21.63,4,1,1,411,United Kingdom
2484,15687,168,41,716.81,5,3,5,535,United Kingdom
2485,15689,9,152,31.5,4,1,1,411,United Kingdom
2486,15690,19,37,12.98,5,1,1,511,United Kingdom
2487,15691,2,285,3.8,2,1,1,211,United Kingdom
2488,15692,12,61,22.85,5,1,1,511,United Kingdom
2489,15694,79,33,372.09,5,2,3,523,United Kingdom
2490,15695,22,299,63.52,2,1,1,211,United Kingdom
2491,15696,177,66,821.53,5,4,5,545,United Kingdom
2492,15699,18,50,111.26,5,1,1,511,United Kingdom
2493,15700,89,205,258.63,3,2,2,322,United Kingdom
2494,15701,237,35,697.18,5,5,5,555,United Kingdom
2495,15703,5,297,14.65,2,1,1,211,United Kingdom
2496,15704,117,173,377.56,4,3,3,433,United Kingdom
2497,15705,6,234,36.3,3,1,1,311,United Kingdom
2498,15706,59,92,309.29,5,2,2,522,United Kingdom
2499,15707,214,68,488.24,5,4,3,543,United Kingdom
2500,15708,297,73,1213.25,5,5,5,555,United Kingdom
2501,15709,6,316,14.49,2,1,1,211,United Kingdom
2502,15712,53,42,194.34,5,1,2,512,United Kingdom
2503,15713,20,176,111.38,4,1,1,411,United Kingdom
2504,15714,35,44,107.15,5,1,1,511,United Kingdom
2505,15716,118,178,270.07,4,3,2,432,United Kingdom
2506,15717,7,267,17.3,3,1,1,311,United Kingdom
2507,15719,938,65,2063.57,5,5,5,555,United Kingdom
2508,15720,128,57,315.66,5,3,2,532,United Kingdom
2509,15721,91,44,187.2,5,2,2,522,United Kingdom
2510,15722,72,68,235.93,5,2,2,522,United Kingdom
2511,15723,41,397,106,1,1,1,111,United Kingdom
2512,15724,12,234,43.5,3,1,1,311,United Kingdom
2513,15725,32,48,84.84,5,1,1,511,United Kingdom
2514,15727,302,49,980.94,5,5,5,555,United Kingdom
2515,15728,4,82,16.1,5,1,1,511,United Kingdom
2516,15729,6,231,24.5,3,1,1,311,United Kingdom
2517,15730,73,98,213.98,5,2,2,522,United Kingdom
2518,15732,14,245,26.47,3,1,1,311,United Kingdom
2519,15733,10,315,43.5,2,1,1,211,United Kingdom
2520,15734,26,147,125.94,4,1,1,411,United Kingdom
2521,15737,81,47,328.68,5,2,2,522,United Kingdom
2522,15738,176,51,372.82,5,4,3,543,United Kingdom
2523,15739,8,99,20.19,5,1,1,511,United Kingdom
2524,15740,9,82,22.25,5,1,1,511,United Kingdom
2525,15743,88,49,412.18,5,2,3,523,United Kingdom
2526,15744,3,110,0.87,5,1,1,511,United Kingdom
2527,15745,65,41,277.59,5,2,2,522,United Kingdom
2528,15746,29,167,41.83,4,1,1,411,United Kingdom
2529,15747,93,45,228.74,5,2,2,522,United Kingdom
2530,15748,21,73,78.46,5,1,1,511,United Kingdom
2531,15749,15,268,46.24,3,1,1,311,United Kingdom
2532,15750,295,35,717.3,5,5,5,555,United Kingdom
2533,15752,412,72,722.04,5,5,5,555,United Kingdom
2534,15753,1,337,0.55,2,1,1,211,United Kingdom
2535,15754,29,83,77.72,5,1,1,511,United Kingdom
2536,15755,149,34,474.8,5,3,3,533,United Kingdom
2537,15756,192,94,475.63,5,4,3,543,United Kingdom
2538,15757,45,98,122.83,5,1,1,511,United Kingdom
2539,15758,9,57,39.85,5,1,1,511,United Kingdom
2540,15759,7,251,36.22,3,1,1,311,United Kingdom
2541,15762,37,98,148.07,5,1,1,511,United Kingdom
2542,15763,63,64,431.72,5,2,3,523,United Kingdom
2543,15764,188,114,532.9,5,4,4,544,United Kingdom
2544,15766,11,97,35.29,5,1,1,511,United Kingdom
2545,15768,28,148,253.28,4,1,2,412,United Kingdom
2546,15769,147,40,300.67,5,3,2,532,United Kingdom
2547,15773,10,38,13.34,5,1,1,511,United Kingdom
2548,15774,25,101,120.05,5,1,1,511,United Kingdom
2549,15775,7,278,17.3,3,1,1,311,United Kingdom
2550,15776,18,166,75.31,4,1,1,411,United Kingdom
2551,15777,22,274,88.79,3,1,1,311,United Kingdom
2552,15780,29,216,120.57,3,1,1,311,United Kingdom
2553,15781,21,58,85.3,5,1,1,511,United Kingdom
2554,15782,44,42,283.71,5,1,2,512,United Kingdom
2555,15783,14,43,48.11,5,1,1,511,United Kingdom
2556,15785,87,62,282.74,5,2,2,522,United Kingdom
2557,15786,280,76,788.43,5,5,5,555,United Kingdom
2558,15787,206,59,445.93,5,4,3,543,United Kingdom
2559,15789,25,391,24.96,1,1,1,111,United Kingdom
2560,15790,35,43,119.85,5,1,1,511,United Kingdom
2561,15791,76,76,252.47,5,2,2,522,United Kingdom
2562,15793,13,42,53.82,5,1,1,511,United Kingdom
2563,15795,42,182,128.44,4,1,1,411,United Kingdom
2564,15796,135,34,563.95,5,3,4,534,United Kingdom
2565,15797,8,146,33.85,4,1,1,411,United Kingdom
2566,15799,98,108,222.21,5,2,2,522,United Kingdom
2567,15800,119,140,322.81,4,3,2,432,United Kingdom
2568,15801,69,79,210.6,5,2,2,522,United Kingdom
2569,15802,3,175,1354.26,4,1,5,415,United Kingdom
2570,15803,8,84,13.99,5,1,1,511,United Kingdom
2571,15804,274,33,1121.76,5,5,5,555,United Kingdom
2572,15805,307,56,845.65,5,5,5,555,United Kingdom
2573,15806,31,79,62.13,5,1,1,511,United Kingdom
2574,15807,48,83,123.9,5,1,1,511,United Kingdom
2575,15808,210,339,754.6,2,4,5,245,United Kingdom
2576,15809,43,68,176.66,5,1,2,512,United Kingdom
2577,15810,112,111,299.48,5,2,2,522,United Kingdom
2578,15811,139,50,491.76,5,3,3,533,United Kingdom
2579,15812,41,140,207.12,4,1,2,412,United Kingdom
2580,15813,40,240,151,3,1,1,311,United Kingdom
2581,15814,74,36,250.71,5,2,2,522,United Kingdom
2582,15815,49,96,105.86,5,1,1,511,United Kingdom
2583,15819,123,82,246.2,5,3,2,532,United Kingdom
2584,15820,17,352,38.24,2,1,1,211,United Kingdom
2585,15821,62,77,229.18,5,2,2,522,United Kingdom
2586,15822,33,36,111.19,5,1,1,511,United Kingdom
2587,15823,17,370,85.19,1,1,1,111,United Kingdom
2588,15825,20,205,176.79,3,1,2,312,United Kingdom
2589,15826,69,84,223.19,5,2,2,522,United Kingdom
2590,15827,134,106,629.87,5,3,4,534,United Kingdom
2591,15829,51,132,53.69,4,1,1,411,United Kingdom
2592,15830,41,62,122.84,5,1,1,511,United Kingdom
2593,15831,69,91,186.38,5,2,2,522,United Kingdom
2594,15832,54,287,124.75,2,1,1,211,United Kingdom
2595,15834,276,103,1249.87,5,5,5,555,United Kingdom
2596,15835,50,77,153.65,5,1,1,511,United Kingdom
2597,15836,12,78,112.34,5,1,1,511,United Kingdom
2598,15837,24,97,98.19,5,1,1,511,United Kingdom
2599,15838,169,44,335.86,5,3,2,532,United Kingdom
2600,15839,65,58,148.81,5,2,1,521,United Kingdom
2601,15840,28,91,57.9,5,1,1,511,United Kingdom
2602,15841,50,97,69.92,5,1,1,511,United Kingdom
2603,15843,8,336,57.15,2,1,1,211,United Kingdom
2604,15844,11,79,19.73,5,1,1,511,United Kingdom
2605,15845,140,50,390.21,5,3,3,533,United Kingdom
2606,15847,22,71,73.7,5,1,1,511,United Kingdom
2607,15850,97,52,151.69,5,2,1,521,United Kingdom
2608,15852,22,219,73.81,3,1,1,311,United Kingdom
2609,15853,30,84,44.08,5,1,1,511,United Kingdom
2610,15854,140,37,411.05,5,3,3,533,United Kingdom
2611,15855,80,169,150.88,4,2,1,421,United Kingdom
2612,15856,653,37,1183.5,5,5,5,555,United Kingdom
2613,15857,14,51,13.2,5,1,1,511,United Kingdom
2614,15858,191,48,440.69,5,4,3,543,United Kingdom
2615,15860,142,73,488.41,5,3,3,533,United Kingdom
2616,15861,547,45,1186.67,5,5,5,555,United Kingdom
2617,15862,147,41,402.47,5,3,3,533,United Kingdom
2618,15863,18,58,66.76,5,1,1,511,United Kingdom
2619,15864,24,55,67.84,5,1,1,511,United Kingdom
2620,15865,40,73,224.44,5,1,2,512,United Kingdom
2621,15866,45,134,174.25,4,1,2,412,United Kingdom
2622,15867,463,38,1589.46,5,5,5,555,United Kingdom
2623,15869,15,310,32.13,2,1,1,211,United Kingdom
2624,15870,76,65,136.94,5,2,1,521,United Kingdom
2625,15872,128,47,265.34,5,3,2,532,United Kingdom
2626,15874,137,96,759.63,5,3,5,535,United Kingdom
2627,15877,131,34,242.3,5,3,2,532,United Kingdom
2628,15880,106,402,229.12,1,2,2,122,United Kingdom
2629,15881,32,345,103.44,2,1,1,211,United Kingdom
2630,15882,24,231,45.98,3,1,1,311,United Kingdom
2631,15883,49,35,144.78,5,1,1,511,United Kingdom
2632,15885,18,125,102.35,4,1,1,411,United Kingdom
2633,15886,12,93,35.97,5,1,1,511,United Kingdom
2634,15888,14,112,32.95,5,1,1,511,United Kingdom
2635,15889,93,189,268.77,4,2,2,422,United Kingdom
2636,15891,62,259,164.41,3,2,1,321,United Kingdom
2637,15894,41,286,82.49,2,1,1,211,United Kingdom
2638,15895,11,182,21.83,4,1,1,411,United Kingdom
2639,15897,24,227,50.21,3,1,1,311,United Kingdom
2640,15898,87,34,287.85,5,2,2,522,United Kingdom
2641,15899,4,401,16.5,1,1,1,111,United Kingdom
2642,15900,51,56,103.61,5,1,1,511,United Kingdom
2643,15901,116,49,243.55,5,3,2,532,United Kingdom
2644,15903,75,42,166.56,5,2,1,521,United Kingdom
2645,15904,30,41,88.6,5,1,1,511,United Kingdom
2646,15906,151,52,515.11,5,3,4,534,United Kingdom
2647,15907,249,36,644.97,5,5,4,554,United Kingdom
2648,15909,7,206,13.02,3,1,1,311,United Kingdom
2649,15910,267,33,484,5,5,3,553,United Kingdom
2650,15912,19,211,39.82,3,1,1,311,United Kingdom
2651,15916,160,49,613.8,5,3,4,534,United Kingdom
2652,15917,12,280,61.8,3,1,1,311,United Kingdom
2653,15918,40,223,100.57,3,1,1,311,United Kingdom
2654,15919,143,52,352.44,5,3,3,533,United Kingdom
2655,15920,60,187,129.56,4,2,1,421,United Kingdom
2656,15921,25,205,94.68,3,1,1,311,United Kingdom
2657,15922,12,405,51.45,1,1,1,111,United Kingdom
2658,15923,21,405,59.11,1,1,1,111,United Kingdom
2659,15925,12,227,34.75,3,1,1,311,United Kingdom
2660,15930,21,100,84.48,5,1,1,511,United Kingdom
2661,15932,119,37,184.75,5,3,2,532,United Kingdom
2662,15933,74,54,158.04,5,2,1,521,United Kingdom
2663,15935,12,272,327.54,3,1,2,312,United Kingdom
2664,15937,7,97,16.6,5,1,1,511,United Kingdom
2665,15938,18,145,41.77,4,1,1,411,United Kingdom
2666,15939,77,122,140.63,4,2,1,421,United Kingdom
2667,15940,2,344,12.95,2,1,1,211,United Kingdom
2668,15942,14,166,37.21,4,1,1,411,United Kingdom
2669,15944,6,309,30.5,2,1,1,211,United Kingdom
2670,15945,2,398,5.5,1,1,1,111,United Kingdom
2671,15947,29,115,116.64,5,1,1,511,United Kingdom
2672,15948,60,41,151.29,5,2,1,521,United Kingdom
2673,15949,19,49,34.67,5,1,1,511,United Kingdom
2674,15950,103,34,366.63,5,2,3,523,United Kingdom
2675,15951,43,34,170.63,5,1,2,512,United Kingdom
2676,15952,91,66,298.08,5,2,2,522,United Kingdom
2677,15953,103,48,289.69,5,2,2,522,United Kingdom
2678,15955,185,57,530.07,5,4,4,544,United Kingdom
2679,15957,42,64,117.09,5,1,1,511,United Kingdom
2680,15958,7,107,27.89,5,1,1,511,United Kingdom
2681,15963,28,52,67.48,5,1,1,511,United Kingdom
2682,15965,122,50,279.1,5,3,2,532,United Kingdom
2683,15967,84,56,240.88,5,2,2,522,United Kingdom
2684,15969,21,35,162.45,5,1,1,511,United Kingdom
2685,15970,11,336,28.6,2,1,1,211,United Kingdom
2686,15971,35,50,81.39,5,1,1,511,United Kingdom
2687,15973,6,268,39.61,3,1,1,311,United Kingdom
2688,15974,177,72,498.34,5,4,3,543,United Kingdom
2689,15975,24,117,51.44,4,1,1,411,United Kingdom
2690,15976,98,198,235.95,4,2,2,422,United Kingdom
2691,15977,65,50,194.96,5,2,2,522,United Kingdom
2692,15978,49,110,96.18,5,1,1,511,United Kingdom
2693,15980,43,121,89.12,4,1,1,411,United Kingdom
2694,15981,97,57,214.15,5,2,2,522,United Kingdom
2695,15983,113,55,237.4,5,2,2,522,United Kingdom
2696,15984,275,35,753.81,5,5,5,555,United Kingdom
2697,15985,38,156,67.77,4,1,1,411,United Kingdom
2698,15986,14,63,12.56,5,1,1,511,United Kingdom
2699,15987,140,45,301.65,5,3,2,532,United Kingdom
2700,15988,27,52,93.2,5,1,1,511,United Kingdom
2701,15990,52,77,158.85,5,1,1,511,United Kingdom
2702,15992,3,36,18.33,5,1,1,511,United Kingdom
2703,15993,560,41,1271.81,5,5,5,555,United Kingdom
2704,15994,35,87,118.58,5,1,1,511,United Kingdom
2705,15996,131,121,525.91,4,3,4,434,United Kingdom
2706,15998,509,69,1295.94,5,5,5,555,United Kingdom
2707,16000,9,35,30.11,5,1,1,511,United Kingdom
2708,16003,103,62,516.9,5,2,4,524,United Kingdom
2709,16005,218,45,517.44,5,4,4,544,United Kingdom
2710,16006,8,244,12.62,3,1,1,311,United Kingdom
2711,16007,385,80,687.66,5,5,5,555,United Kingdom
2712,16008,33,56,69.68,5,1,1,511,United Kingdom
2713,16009,90,55,298.25,5,2,2,522,United Kingdom
2714,16010,86,278,191.25,3,2,2,322,United Kingdom
2715,16011,212,41,448.65,5,4,3,543,United Kingdom
2716,16012,94,68,243.23,5,2,2,522,United Kingdom
2717,16013,151,36,444.63,5,3,3,533,United Kingdom
2718,16014,148,68,413.5,5,3,3,533,United Kingdom
2719,16015,184,36,236.72,5,4,2,542,United Kingdom
2720,16016,237,36,728.91,5,5,5,555,United Kingdom
2721,16017,32,80,85.62,5,1,1,511,United Kingdom
2722,16018,28,72,92.51,5,1,1,511,United Kingdom
2723,16019,165,34,556.88,5,3,4,534,United Kingdom
2724,16020,46,49,112.45,5,1,1,511,United Kingdom
2725,16022,76,293,251.48,2,2,2,222,United Kingdom
2726,16023,101,79,316.06,5,2,2,522,United Kingdom
2727,16024,64,45,71.35,5,2,1,521,United Kingdom
2728,16025,28,62,55.34,5,1,1,511,United Kingdom
2729,16026,32,76,41.14,5,1,1,511,United Kingdom
2730,16027,17,124,298.66,4,1,2,412,United Kingdom
2731,16029,274,71,24111.14,5,5,5,555,United Kingdom
2732,16030,29,342,67.1,2,1,1,211,United Kingdom
2733,16031,100,125,278.97,4,2,2,422,United Kingdom
2734,16033,1152,38,3852.33,5,5,5,555,United Kingdom
2735,16034,22,229,56.2,3,1,1,311,United Kingdom
2736,16036,55,120,117.35,4,1,1,411,United Kingdom
2737,16037,39,302,121.78,2,1,1,211,United Kingdom
2738,16038,28,40,96.64,5,1,1,511,United Kingdom
2739,16040,65,98,254.24,5,2,2,522,United Kingdom
2740,16041,6,63,32.34,5,1,1,511,United Kingdom
2741,16042,75,55,235.47,5,2,2,522,United Kingdom
2742,16043,39,70,175.77,5,1,2,512,United Kingdom
2743,16045,83,152,237.29,4,2,2,422,United Kingdom
2744,16048,9,118,25.72,4,1,1,411,United Kingdom
2745,16049,312,73,630.23,5,5,4,554,United Kingdom
2746,16050,10,206,25.85,3,1,1,311,United Kingdom
2747,16052,34,87,84.61,5,1,1,511,United Kingdom
2748,16053,84,65,242.24,5,2,2,522,United Kingdom
2749,16054,70,178,279.87,4,2,2,422,United Kingdom
2750,16055,8,253,71.9,3,1,1,311,United Kingdom
2751,16056,68,78,256.08,5,2,2,522,United Kingdom
2752,16057,134,37,567.86,5,3,4,534,United Kingdom
2753,16059,180,98,559.68,5,4,4,544,United Kingdom
2754,16061,1,302,29.95,2,1,1,211,United Kingdom
2755,16062,64,42,174.24,5,2,2,522,United Kingdom
